#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,SEASON
172.0,Ziaire Williams,MEM,62.0,21.7,8.1,3.1,6.8,45.0,1.2,3.9,31.4,0.7,0.9,78.2,0.4,1.7,2.1,1.0,0.6,0.2,0.7,7.4,2021-22
173.0,Cory Joseph,DET,65.0,24.6,8.0,2.7,6.2,44.5,1.0,2.4,41.4,1.5,1.7,88.5,0.4,2.2,2.7,3.6,0.6,0.3,1.3,10.3,2021-22
174.0,Andre Drummond,BKN,73.0,19.7,7.9,3.4,5.9,57.0,0.0,0.0,0.0,1.2,2.2,52.4,3.1,6.2,9.3,1.8,1.1,0.9,1.6,15.9,2021-22
175.0,Josh Christopher,HOU,74.0,18.0,7.9,3.0,6.8,44.8,0.8,2.6,29.6,1.1,1.5,73.5,0.7,1.8,2.5,2.0,0.9,0.2,1.5,7.9,2021-22
176.0,Jordan Nwora,MIL,62.0,19.1,7.9,3.0,7.5,40.3,1.3,3.7,34.8,0.6,0.7,83.7,0.6,3.0,3.6,1.0,0.4,0.3,0.9,7.6,2021-22
177.0,Grant Williams,BOS,77.0,24.4,7.8,2.7,5.6,47.5,1.4,3.4,41.1,1.1,1.2,90.5,0.8,2.7,3.6,1.0,0.5,0.7,0.8,9.8,2021-22
178.0,Drew Eubanks,POR,71.0,17.5,7.7,3.1,5.2,59.6,0.1,0.3,21.7,1.4,1.8,76.2,1.8,3.5,5.4,1.2,0.4,0.6,1.1,11.6,2021-22
179.0,Cody Martin,CHA,71.0,26.3,7.7,2.9,6.0,48.2,0.9,2.2,38.4,1.1,1.5,70.1,1.2,2.9,4.0,2.5,1.2,0.5,0.9,11.5,2021-22
180.0,R.J. Hampton,ORL,64.0,21.9,7.6,2.7,7.1,38.3,1.0,2.9,35.0,1.2,1.8,64.1,0.4,2.7,3.0,2.5,0.7,0.2,1.4,7.6,2021-22
181.0,Aleksej Pokusevski,OKC,61.0,20.2,7.6,3.0,7.5,40.8,0.9,3.2,28.9,0.6,0.8,70.0,1.2,4.0,5.2,2.1,0.6,0.6,1.5,10.0,2021-22
182.0,Furkan Korkmaz,PHI,67.0,21.1,7.6,2.7,7.0,38.7,1.1,4.0,28.9,1.0,1.3,81.0,0.3,2.3,2.6,1.9,0.5,0.1,0.7,7.5,2021-22
183.0,P.J. Tucker,MIA,71.0,27.9,7.6,2.9,6.0,48.4,1.1,2.7,41.5,0.6,0.9,73.8,1.4,4.0,5.5,2.1,0.8,0.2,0.9,11.9,2021-22
184.0,Kyle Anderson,MEM,69.0,21.5,7.6,3.0,6.8,44.6,0.5,1.6,33.0,1.0,1.5,63.8,1.0,4.3,5.3,2.7,1.1,0.7,1.0,12.0,2021-22
185.0,Raul Neto,WAS,70.0,19.6,7.5,2.9,6.3,46.3,0.5,1.7,29.2,1.2,1.5,76.9,0.2,1.7,1.9,3.1,0.8,0.0,1.1,8.5,2021-22
186.0,Damion Lee,GSW,63.0,20.0,7.4,2.7,6.1,44.1,1.0,3.0,33.7,1.0,1.2,88.0,0.4,2.8,3.2,1.0,0.6,0.1,0.6,8.2,2021-22
187.0,Royce O'Neale,UTA,77.0,31.2,7.4,2.6,5.8,45.7,1.5,4.0,38.9,0.6,0.7,80.4,0.8,3.9,4.8,2.5,1.1,0.4,1.0,11.9,2021-22
188.0,Austin Reaves,LAL,61.0,23.2,7.3,2.4,5.2,45.9,0.9,2.7,31.7,1.6,1.9,83.9,0.7,2.4,3.2,1.8,0.5,0.3,0.7,9.3,2021-22
189.0,Taurean Prince,MIN,69.0,17.1,7.3,2.6,5.7,45.4,1.2,3.3,37.6,0.9,1.2,75.6,0.4,2.1,2.5,1.0,0.7,0.3,0.8,7.7,2021-22
190.0,Javonte Green,CHI,65.0,23.4,7.2,2.7,5.0,54.2,0.6,1.6,35.6,1.2,1.5,83.3,1.4,2.8,4.2,0.9,1.0,0.5,0.5,10.9,2021-22
191.0,Gary Payton II,GSW,71.0,17.6,7.1,3.0,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,1.0,2.5,3.5,0.9,1.4,0.3,0.6,10.4,2021-22
192.0,Maxi Kleber,DAL,59.0,24.6,7.0,2.4,6.0,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1.2,4.7,5.9,1.2,0.5,1.0,0.8,10.8,2021-22
193.0,Steven Adams,MEM,76.0,26.3,6.9,2.8,5.1,54.7,0.0,0.0,0.0,1.4,2.6,54.3,4.6,5.4,10.0,3.4,0.9,0.8,1.5,17.0,2021-22
194.0,Jarred Vanderbilt,MIN,74.0,25.4,6.9,2.9,4.9,58.7,0.0,0.2,14.3,1.2,1.8,65.6,2.9,5.5,8.4,1.3,1.3,0.6,1.0,15.0,2021-22
195.0,Killian Hayes,DET,66.0,25.0,6.9,2.7,7.0,38.3,0.7,2.5,26.3,0.9,1.1,77.0,0.5,2.6,3.2,4.2,1.2,0.5,1.7,9.7,2021-22
196.0,Torrey Craig,PHX,78.0,20.5,6.6,2.6,5.7,45.4,1.0,3.0,32.9,0.5,0.7,75.0,1.1,2.9,4.0,1.2,0.6,0.5,0.9,8.7,2021-22
197.0,Mason Plumlee,CHA,73.0,24.6,6.5,2.8,4.4,64.1,0.0,0.0,0.0,0.9,2.3,39.2,2.4,5.3,7.7,3.1,0.8,0.7,1.4,14.5,2021-22
198.0,JaMychal Green,DEN,67.0,16.2,6.4,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.2,3.0,4.2,0.9,0.6,0.4,0.9,9.0,2021-22
199.0,Avery Bradley,LAL,62.0,22.7,6.4,2.4,5.6,42.3,1.3,3.4,39.0,0.3,0.3,88.9,0.5,1.7,2.2,0.8,0.9,0.1,0.6,6.4,2021-22
200.0,Aaron Holiday,PHX,63.0,16.2,6.3,2.4,5.4,44.7,0.6,1.6,37.9,0.9,1.1,86.8,0.4,1.6,1.9,2.4,0.7,0.1,1.1,7.3,2021-22
201.0,Ish Smith,WAS,65.0,17.3,6.3,2.8,6.6,43.0,0.4,1.0,37.3,0.2,0.4,62.5,0.4,1.8,2.2,3.8,0.7,0.4,1.2,8.2,2021-22
202.0,Dewayne Dedmon,MIA,67.0,15.9,6.3,2.4,4.3,56.6,0.3,0.7,40.4,1.1,1.5,75.0,1.6,4.2,5.8,0.7,0.4,0.6,1.0,10.4,2021-22
203.0,Payton Pritchard,BOS,71.0,14.1,6.2,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,6.9,2021-22
204.0,Dwight Howard,LAL,60.0,16.2,6.2,2.2,3.7,61.2,0.1,0.3,53.3,1.6,2.4,65.8,2.0,4.0,5.9,0.6,0.6,0.6,0.8,10.9,2021-22
205.0,Nemanja Bjelica,GSW,71.0,16.1,6.1,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,0.9,3.3,4.1,2.2,0.6,0.4,1.2,9.3,2021-22
206.0,Lamar Stevens,CLE,63.0,16.1,6.1,2.5,5.1,48.9,0.3,1.0,27.7,0.8,1.2,70.7,0.7,1.9,2.6,0.7,0.5,0.3,0.7,6.6,2021-22
207.0,Austin Rivers,DEN,67.0,22.1,6.0,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,0.3,1.4,1.7,1.3,0.8,0.1,0.8,5.9,2021-22
208.0,Kevon Looney,GSW,82.0,21.1,6.0,2.5,4.4,57.1,0.0,0.0,0.0,0.9,1.5,60.0,2.5,4.7,7.3,2.0,0.6,0.6,0.8,13.2,2021-22
209.0,Tre Jones,SAS,69.0,16.6,6.0,2.4,4.9,49.0,0.1,0.7,19.6,1.0,1.3,78.0,0.4,1.8,2.2,3.4,0.6,0.1,0.7,8.9,2021-22
210.0,Danny Green,PHI,62.0,21.8,5.9,2.0,5.2,39.4,1.7,4.4,38.0,0.2,0.2,78.6,0.5,2.0,2.5,1.0,1.0,0.6,0.7,7.1,2021-22
211.0,CJ Elleby,POR,58.0,20.2,5.8,2.1,5.3,39.3,0.6,2.2,29.4,1.0,1.4,71.4,1.1,2.8,3.9,1.5,0.6,0.3,1.0,7.6,2021-22
212.0,Eric Paschall,UTA,58.0,12.7,5.8,2.0,4.1,48.5,0.7,1.9,37.0,1.1,1.5,76.7,0.5,1.3,1.8,0.6,0.2,0.1,0.5,5.6,2021-22
213.0,Matisse Thybulle,PHI,66.0,25.5,5.7,2.3,4.5,50.0,0.7,2.2,31.3,0.5,0.7,79.1,0.6,1.7,2.3,1.1,1.7,1.1,0.6,9.0,2021-22
214.0,Keita Bates-Diop,SAS,59.0,16.2,5.7,2.3,4.5,51.7,0.3,0.9,30.9,0.8,1.0,75.4,1.1,2.9,3.9,0.7,0.5,0.2,0.8,7.8,2021-22
215.0,James Johnson,BKN,62.0,19.2,5.5,2.3,5.0,46.9,0.4,1.4,27.1,0.5,0.9,52.7,0.8,2.6,3.5,2.1,0.5,0.5,0.8,8.3,2021-22
216.0,Trey Murphy III,NOP,62.0,13.9,5.4,1.8,4.5,39.4,1.1,3.0,38.2,0.7,0.8,88.2,0.8,1.6,2.4,0.6,0.4,0.1,0.3,5.8,2021-22
217.0,Garrett Temple,NOP,59.0,18.6,5.2,1.9,5.0,37.6,1.0,3.1,31.9,0.5,0.7,68.3,0.5,1.9,2.4,1.3,0.7,0.4,0.7,6.0,2021-22
218.0,Facundo Campazzo,DEN,65.0,18.2,5.1,1.6,4.6,36.1,0.9,3.0,30.1,0.9,1.2,76.9,0.4,1.4,1.8,3.4,1.0,0.4,1.0,7.4,2021-22
219.0,John Konchar,MEM,72.0,17.9,4.8,1.9,3.6,51.5,0.7,1.8,41.3,0.4,0.7,55.1,1.2,3.4,4.6,1.5,0.6,0.3,0.4,9.4,2021-22
220.0,Josh Green,DAL,67.0,15.5,4.8,1.9,3.8,50.8,0.4,1.2,35.9,0.5,0.7,68.9,0.8,1.6,2.4,1.2,0.7,0.2,0.7,6.5,2021-22
221.0,Delon Wright,ATL,77.0,18.9,4.4,1.6,3.5,45.4,0.6,1.5,37.9,0.7,0.8,85.7,0.6,2.2,2.9,2.4,1.2,0.2,0.6,8.6,2021-22
222.0,Troy Brown Jr.,CHI,66.0,16.0,4.3,1.6,3.9,41.9,0.7,2.0,35.3,0.3,0.4,76.9,0.6,2.5,3.1,1.0,0.5,0.1,0.4,6.2,2021-22
223.0,Jevon Carter,MIL,66.0,13.7,4.2,1.5,3.8,38.7,1.0,2.6,38.8,0.2,0.3,83.3,0.2,1.5,1.7,1.5,0.4,0.2,0.5,5.0,2021-22
224.0,Frank Ntilikina,DAL,58.0,11.8,4.1,1.5,3.8,39.9,0.7,1.9,34.2,0.4,0.4,96.0,0.2,1.2,1.4,1.2,0.5,0.1,0.5,4.4,2021-22
225.0,Juan Toscano-Anderson,GSW,73.0,13.6,4.1,1.6,3.2,48.9,0.4,1.2,32.2,0.5,1.0,57.1,0.4,2.0,2.4,1.7,0.7,0.2,0.9,6.1,2021-22
226.0,Jordan McLaughlin,MIN,62.0,14.5,3.8,1.4,3.2,44.0,0.4,1.4,31.8,0.5,0.6,75.0,0.4,1.2,1.5,2.9,0.9,0.2,0.6,6.7,2021-22
227.0,Trent Forrest,UTA,60.0,12.8,3.3,1.3,2.6,49.0,0.1,0.5,18.5,0.6,0.8,79.2,0.4,1.3,1.7,1.8,0.5,0.1,0.8,5.0,2021-22
228.0,Dalano Banton,TOR,64.0,10.9,3.2,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,0.6,1.3,1.9,1.5,0.4,0.2,0.8,4.3,2021-22
1.0,Joel Embiid,PHI,66.0,34.6,33.1,11.0,20.1,54.8,1.0,3.0,33.0,10.0,11.7,85.7,1.7,8.4,10.2,4.2,1.0,1.7,3.4,35.9,2022-23
2.0,Luka Doncic,DAL,66.0,36.2,32.4,10.9,22.0,49.6,2.8,8.2,34.2,7.8,10.5,74.2,0.8,7.8,8.6,8.0,1.4,0.5,3.6,33.5,2022-23
3.0,Damian Lillard,POR,58.0,36.3,32.2,9.6,20.7,46.3,4.2,11.3,37.1,8.8,9.6,91.4,0.8,4.0,4.8,7.3,0.9,0.3,3.3,30.2,2022-23
4.0,Shai Gilgeous-Alexander,OKC,68.0,35.5,31.4,10.4,20.3,51.0,0.9,2.5,34.5,9.8,10.9,90.5,0.9,4.0,4.8,5.5,1.6,1.0,2.8,30.5,2022-23
5.0,Giannis Antetokounmpo,MIL,63.0,32.1,31.1,11.2,20.3,55.3,0.7,2.7,27.5,7.9,12.3,64.5,2.2,9.6,11.8,5.7,0.8,0.8,3.9,32.9,2022-23
6.0,Jayson Tatum,BOS,74.0,36.9,30.1,9.8,21.1,46.6,3.2,9.3,35.0,7.2,8.4,85.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,29.9,2022-23
7.0,Donovan Mitchell,CLE,68.0,35.8,28.3,10.0,20.6,48.4,3.6,9.3,38.6,4.7,5.4,86.7,0.9,3.3,4.3,4.4,1.5,0.4,2.6,24.8,2022-23
8.0,Kyrie Irving,DAL,60.0,37.4,27.1,9.9,20.1,49.4,3.1,8.3,37.9,4.1,4.6,90.5,1.0,4.1,5.1,5.5,1.1,0.8,2.1,26.8,2022-23
9.0,Jaylen Brown,BOS,67.0,35.9,26.6,10.1,20.6,49.1,2.4,7.3,33.5,3.9,5.1,76.5,1.2,5.7,6.9,3.5,1.1,0.4,2.9,23.8,2022-23
10.0,Trae Young,ATL,73.0,34.8,26.2,8.2,19.0,42.9,2.1,6.3,33.5,7.8,8.8,88.6,0.8,2.2,3.0,10.2,1.1,0.1,4.1,24.6,2022-23
11.0,Ja Morant,MEM,61.0,31.9,26.2,9.3,19.9,46.6,1.5,4.9,30.7,6.1,8.1,74.8,1.0,4.9,5.9,8.1,1.1,0.3,3.4,25.4,2022-23
12.0,Lauri Markkanen,UTA,66.0,34.4,25.6,8.7,17.3,49.9,3.0,7.7,39.1,5.3,6.0,87.5,2.0,6.7,8.6,1.9,0.6,0.6,1.9,26.0,2022-23
13.0,Julius Randle,NYK,77.0,35.5,25.1,8.5,18.6,45.9,2.8,8.3,34.3,5.2,6.9,75.7,1.8,8.1,10.0,4.1,0.6,0.3,2.8,25.6,2022-23
14.0,De'Aaron Fox,SAC,73.0,33.4,25.0,9.3,18.2,51.2,1.6,5.0,32.4,4.7,6.0,78.0,0.5,3.6,4.2,6.1,1.1,0.3,2.5,24.1,2022-23
15.0,Zach LaVine,CHI,77.0,35.9,24.8,8.7,18.0,48.5,2.6,7.1,37.5,4.7,5.6,84.8,0.5,3.9,4.5,4.2,0.9,0.2,2.5,22.1,2022-23
16.0,Anthony Edwards,MIN,79.0,36.0,24.6,8.9,19.5,45.9,2.7,7.3,36.9,4.0,5.3,75.6,0.6,5.2,5.8,4.4,1.6,0.7,3.3,22.0,2022-23
17.0,DeMar DeRozan,CHI,74.0,36.2,24.5,8.9,17.6,50.4,0.6,1.9,32.4,6.2,7.1,87.2,0.5,4.2,4.6,5.1,1.1,0.5,2.1,24.2,2022-23
18.0,Nikola Jokic,DEN,69.0,33.7,24.5,9.4,14.8,63.2,0.8,2.2,38.3,4.9,6.0,82.2,2.4,9.4,11.8,9.8,1.3,0.7,3.6,38.0,2022-23
19.0,Pascal Siakam,TOR,71.0,37.4,24.2,8.9,18.5,48.0,1.3,4.0,32.4,5.2,6.7,77.4,1.8,6.0,7.8,5.8,0.9,0.5,2.4,25.8,2022-23
20.0,Jalen Brunson,NYK,68.0,35.0,24.0,8.6,17.6,49.1,2.0,4.7,41.6,4.8,5.8,82.9,0.6,3.0,3.5,6.2,0.9,0.2,2.1,22.9,2022-23
21.0,Kristaps Porzingis,WAS,65.0,32.6,23.2,7.8,15.7,49.8,2.1,5.5,38.5,5.4,6.4,85.1,1.8,6.6,8.4,2.7,0.9,1.5,2.1,25.7,2022-23
22.0,Jimmy Butler,MIA,64.0,33.4,22.9,7.5,13.9,53.9,0.6,1.6,35.0,7.4,8.7,85.0,2.2,3.7,5.9,5.3,1.8,0.3,1.6,27.0,2022-23
